epoch,accuracy,auc,loss,pr_auc,precision,recall,val_accuracy,val_auc,val_loss,val_pr_auc,val_precision,val_recall
0,0.5,0.5048952102661133,0.7485361695289612,0.5007483959197998,0.48965516686439514,0.4677206873893738,0.47555556893348694,0.49159669876098633,0.7318941354751587,0.5491201877593994,0.5263158082962036,0.08403361588716507
1,0.5135658979415894,0.5273565053939819,0.7236596345901489,0.5150071382522583,0.5043352842330933,0.45981553196907043,0.5288888812065125,0.5145077109336853,0.6959487795829773,0.5561555027961731,0.5419355034828186,0.7058823704719543
2,0.5400516986846924,0.5641085505485535,0.7013200521469116,0.5404762625694275,0.5297845602035522,0.5507246255874634,0.47999998927116394,0.5217615365982056,0.7160742878913879,0.552912712097168,0.5277777910232544,0.1596638709306717
3,0.569767415523529,0.5906937122344971,0.6911938190460205,0.5602516531944275,0.5643153786659241,0.5375494360923767,0.4933333396911621,0.53337562084198,0.6972035765647888,0.563927173614502,0.5274725556373596,0.40336135029792786
4,0.5452196598052979,0.5835157632827759,0.68717360496521,0.5728805661201477,0.5373134613037109,0.52173912525177,0.5244444608688354,0.539678156375885,0.6894469261169434,0.5725497007369995,0.5422534942626953,0.6470588445663452
5,0.5620155334472656,0.5990338325500488,0.6826922297477722,0.5810776948928833,0.5557084083557129,0.5322793126106262,0.5199999809265137,0.5388457179069519,0.6884440183639526,0.5740349888801575,0.5390070676803589,0.6386554837226868
6,0.5704134106636047,0.5979892015457153,0.6841330528259277,0.5814932584762573,0.562666654586792,0.5559947490692139,0.5600000023841858,0.5441176295280457,0.6881157159805298,0.5770692825317383,0.5617284178733826,0.7647058963775635
7,0.5652454495429993,0.5959503650665283,0.682458758354187,0.5666874051094055,0.5532178282737732,0.5889328122138977,0.5066666603088379,0.54312664270401,0.6887795925140381,0.5690963864326477,0.53125,0.5714285969734192
8,0.582041323184967,0.6189894676208496,0.6726561784744263,0.596786618232727,0.5708860754966736,0.5942028760910034,0.5377777814865112,0.5439590811729431,0.6904837489128113,0.5658612251281738,0.5688073635101318,0.5210084319114685
9,0.565891444683075,0.590485692024231,0.6862680912017822,0.5813352465629578,0.5658093690872192,0.49275362491607666,0.5199999809265137,0.5447518229484558,0.687358558177948,0.5637591481208801,0.5407407283782959,0.6134454011917114
10,0.5691214203834534,0.6053417325019836,0.6779012084007263,0.5933805704116821,0.5647887587547302,0.5283267498016357,0.5244444608688354,0.5447915196418762,0.6866992115974426,0.5693528056144714,0.54347825050354,0.6302521228790283
11,0.5981912016868591,0.6310200691223145,0.667868971824646,0.6135366559028625,0.5988456010818481,0.5467720627784729,0.5244444608688354,0.545465350151062,0.6862282752990723,0.5725789666175842,0.5416666865348816,0.6554622054100037
