sample_id,source_video,frame_index,face_index,roi_state,label,split,status,skip_reason,sha256,output_path,run_id,file_name,label_id,orijinal_yol,original_split,source_group,split_group
7f0ad75352cf75b1,477,5,0,eyebrow_pair,real,train,SUCCESS,,2774f079f069c44c6f8f7c5359d85dc4494d32556fa092728fa7ad5e0563fac2,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00000.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00000.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/477/frame_000005.jpg,train,real_video::477,component::c4c50cf91876abd0
8d9718fa4af18bd3,471,0,0,eyebrow_pair,real,train,SUCCESS,,86c6c72be0aadb5ffa0cd7bda1a13e06e9c199a80696a85c55e55de52c3cd424,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00001.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00001.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/471/frame_000000.jpg,train,real_video::471,component::bcd2de865e5ce98a
30fcab77701f9653,751,14,0,eyebrow_pair,real,train,SUCCESS,,607cebb44274fda739b611f2d3560c292d10f232dcb4962754c0baf16f7090bd,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00002.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00002.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/751/frame_000014.jpg,train,real_video::751,component::5706a6071d27d581
735f77d1b493cf86,413,4,0,eyebrow_pair,real,train,SUCCESS,,1ca809254c4a112ee7d1c6b264f252f66b39349053ec2c178920a705fdd55498,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00004.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00004.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/413/frame_000004.jpg,train,real_video::413,component::96358fc7f4f6aa2b
ca881f23b3367239,620,13,0,eyebrow_pair,real,val,SUCCESS,,8a36c2c6a301e9ffcb68c1894229bbb8273b4dfcddf59c13f128cb5173cc602d,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00005.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00005.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/620/frame_000013.jpg,train,real_video::620,component::5cc15356c3542946
60c369f166c5b592,691,23,0,eyebrow_pair,real,train,SUCCESS,,c6df82430158c3e6e061815cf4c8ceadc0d7fb55bc523e4b999402c38c2f3fda,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00006.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00006.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/691/frame_000023.jpg,train,real_video::691,component::1c950c411c60fa90
7d666f9ea76d4744,607,14,0,eyebrow_pair,real,train,SUCCESS,,eede9a4b355875497d56d3d898afc8cc92d9cabd57c03f569410b0532523f19f,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00008.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00008.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/607/frame_000014.jpg,train,real_video::607,component::92dd812c01ca6e74
2ef24b2c3a0db213,886,19,0,eyebrow_pair,real,train,SUCCESS,,7169accf835b152876803f96d0fff2853684a38ba89a9e279e7479988e3100ef,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00010.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00010.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/886/frame_000019.jpg,train,real_video::886,component::249d5a4ca3b7a381
1b7b42b46016efad,178,19,0,eyebrow_pair,real,train,SUCCESS,,7e89ba193f1b32cc7ef583e881fcafa2d88a4b5bf97cab501cbf37eae3075c74,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00012.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00012.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/178/frame_000019.jpg,train,real_video::178,component::939b51cd34fed505
859d9c693f293ea2,893,18,0,eyebrow_pair,real,train,SUCCESS,,45513a3b35133c631ae5dcab6a988ded3b429db79bf9f0dc373ee07e3e1e94bb,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00013.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00013.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/893/frame_000018.jpg,train,real_video::893,component::7faeb31bfe594f3f
b2630105b0c2b899,075,28,0,eyebrow_pair,real,train,SUCCESS,,9249a2a53b8940911dbce611f4a75eaf27b815ee7e3d6d45aead12573ca18844,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00016.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00016.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/075/frame_000028.jpg,train,real_video::075,component::9df4396595baf3ac
96f90eee0b453616,533,19,0,eyebrow_pair,real,train,SUCCESS,,01be46bf3cdc64cc6e40f8ef3854c8191be22b4b2be571da8dd1b190aa6e5c51,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00017.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00017.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/533/frame_000019.jpg,train,real_video::533,component::ec424f2590c2ca01
0a7fb807f8377170,871,4,0,eyebrow_pair,real,train,SUCCESS,,aa40e45a5e040ec587fcc02b984029b2247157b305203a555e5cc1a1bac16805,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00019.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00019.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/871/frame_000004.jpg,train,real_video::871,component::e492fede2573fd41
79186332e9822f6b,760,5,0,eyebrow_pair,real,val,SUCCESS,,967a2d7e70ceca82938f55ed8eb584039365173a10e949fda1b8df2e28fe677b,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00021.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00021.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/760/frame_000005.jpg,train,real_video::760,component::b8b533b3131e7d4f
8360851ed5c713de,201,44,0,eyebrow_pair,real,train,SUCCESS,,e8ca65884e72b3fdf1ca575ccc602802260f1ad0aa2ee3fec6553da42bc602b2,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00023.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00023.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/201/frame_000044.jpg,train,real_video::201,component::6b7f776bae21e472
ce1fbaa41e37c8f5,392,51,0,eyebrow_pair,real,test,SUCCESS,,9c2c8eaa9315025898549c05bb1cb5aba8f13ac8ad9ccbba45d8c25d3a1b18f9,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00025.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00025.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/392/frame_000051.jpg,train,real_video::392,component::20ea230a4cc01bd0
66b5780f3ae39e7a,325,38,0,eyebrow_pair,real,train,SUCCESS,,4e622be247dea01b7dce1acc0de5dcd55e02490873b80b08a3d24a72b69386b7,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00027.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00027.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/325/frame_000038.jpg,train,real_video::325,component::ea122749a800d131
40b13bbe712ff620,463,17,0,eyebrow_pair,real,train,SUCCESS,,40b8f9c7d41c6b86f3ab14aff8b84adcbfc7d96556bd72ac7f3524dcae6c007d,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00028.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00028.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/463/frame_000017.jpg,train,real_video::463,component::941188d84ff9e998
02b80417a2b382ee,318,27,0,eyebrow_pair,real,train,SUCCESS,,bcc533b33b88573a3053654835f7cf65d1778f56bf9838771388b4bcec8696cb,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00029.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00029.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/318/frame_000027.jpg,train,real_video::318,component::61a88ac8743ddb5c
f293002476c88b35,012,13,0,eyebrow_pair,real,val,SUCCESS,,a197691e8983e0063c828585beb4b8d7515029cb6146af5ced3c54efe2d11882,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00031.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00031.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/012/frame_000013.jpg,train,real_video::012,component::03bcd0f457492622
3001845544987d9b,609,11,0,eyebrow_pair,real,test,SUCCESS,,0f42d7c463c23bbd0622ff6eabf3e1bbdc2dda3095d7eba8ece05fda9d70404e,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00035.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00035.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/609/frame_000011.jpg,train,real_video::609,component::201feaee373bc382
6f4f45db754c6f7f,430,10,0,eyebrow_pair,real,train,SUCCESS,,80b763194646a394dc6c8628087f9d87452d35dbddb8e16015f62720f4338bdc,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00036.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00036.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/430/frame_000010.jpg,train,real_video::430,component::9bfdc8205d9adb05
725547ba595564bf,795,26,0,eyebrow_pair,real,train,SUCCESS,,c1d9f7204c04405e7f4a3bdcca35a8a4c40ef326e5af6e7c5064b4f9c63c88a6,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00037.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00037.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/795/frame_000026.jpg,train,real_video::795,component::046814369d077d52
bcf8e8fe504044b6,579,9,0,eyebrow_pair,real,train,SUCCESS,,e99796f6cfb8faf28b2d21cf6e3afb2d06f71fbbc56a0dcede338877d39d158e,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00040.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00040.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/579/frame_000009.jpg,train,real_video::579,component::34c034c3b4240766
ac2fbe82c17ddae1,125,20,0,eyebrow_pair,real,test,SUCCESS,,4eef30b39b7521f7ea4c6bac027bbfdd2556f83b03fafec837fe18892623e165,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00042.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00042.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/125/frame_000020.jpg,train,real_video::125,component::22d3c7c6b25eed98
623ab7890e432dc4,391,2,0,eyebrow_pair,real,train,SUCCESS,,8a2df7ca299e823abb98b375493937e31c4d91241e11d30d15e3dc4d154e1ab6,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00043.jpg,20260808_1335_eyebrow_densenet121_seed42,real_train_00043.jpg,0,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/391/frame_000002.jpg,train,real_video::391,component::45ee6f744eb8119e
